name_com_equi,Alloy ID,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,W,C,Mg,Zn,Si,Re,N,Sc,Li,Sn,Be,Num_of_Elem,Density_calc,dHmix,dSmix,dGmix,Tm_x,n.Para,Atom.Size.Diff,Elect.Diff,VEC,Sythesis_Route,Hot-Cold_Working,Homogenization_Temp,Homogenization_Time,Annealing_Temp,Annealing_Time_(min),Quenching,HPR,Microstructure_,Multiphase,IM_Structure,Microstructure,Phases,References,system,e_above,e_above_im,hmix,stability,phase,cost,bcc_delta,hcp_delta,decomposition,Tm_y,T,density,youngs,delta_r,gam_r,chi,lambda_s,vec,hmix_m,omega,tann_s,im_eform,kappa,him_hmix,m1,m2,m3,m4,m6,m7,mvec,full_name,X,y,mean_VEC,VEC_dif,mean_electronegativity,electronegativity_dif,atom_radius_dif,a2,melting_point_dif,Smix,aomiga,Hmix,Hmix_dif,Hmix_z,Hmix_p,Hmix_n,phase_x,label,phase_y,Tm,IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: BCC/FCC/other,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year,REFERENCE: title
Mo Nb Ta W,Alloy 0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,13.64,-6.5,11.53,825.6503925,3157.75,5.6,2.27,0.36,5.5,AC,,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2011.01.004,Mo Nb Ta W,-0.079,-0.079,-0.077,stable,BCC,74.81,-0.333,-0.072,['Mo1Nb1Ta1W1_SS_BCC'],3158.0,2842,13.65986331112756,257.75,3.0386856273138148,1.0794013866540757,0.3636963018783666,1.2483031056170473,5.5,-6.625,5.494369180701576,-0.3395264665506671,-0.202731107999999,2.9779729050525683,1.905802562207331,stable,stable,stable,stable,stable,stable,BCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo Nb Ta W,Alloy 0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,13.64,-6.5,11.53,825.6503925,3157.75,5.6,2.27,0.36,5.5,AC,,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.msea.2017.12.004,Mo Nb Ta W,-0.079,-0.079,-0.077,stable,BCC,74.81,-0.333,-0.072,['Mo1Nb1Ta1W1_SS_BCC'],3158.0,2842,13.65986331112756,257.75,3.0386856273138148,1.0794013866540757,0.3636963018783666,1.2483031056170473,5.5,-6.625,5.494369180701576,-0.3395264665506671,-0.202731107999999,2.9779729050525683,1.905802562207331,stable,stable,stable,stable,stable,stable,BCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo Nb Ta W,Alloy 0098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,13.64,-6.5,11.53,825.6503925,3157.75,5.6,2.27,0.36,5.5,AC,,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2011.01.004,Mo Nb Ta W,-0.079,-0.079,-0.077,stable,BCC,74.81,-0.333,-0.072,['Mo1Nb1Ta1W1_SS_BCC'],3158.0,2842,13.65986331112756,257.75,3.0386856273138148,1.0794013866540757,0.3636963018783666,1.2483031056170473,5.5,-6.625,5.494369180701576,-0.3395264665506671,-0.202731107999999,2.9779729050525683,1.905802562207331,stable,stable,stable,stable,stable,stable,BCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo Nb Ta W,Alloy 0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,13.64,-6.5,11.53,825.6503925,3157.75,5.6,2.27,0.36,5.5,AC,,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2011.01.004,Mo Nb Ta W,-0.079,-0.079,-0.077,stable,BCC,74.81,-0.333,-0.072,['Mo1Nb1Ta1W1_SS_BCC'],3158.0,2842,13.65986331112756,257.75,3.0386856273138148,1.0794013866540757,0.3636963018783666,1.2483031056170473,5.5,-6.625,5.494369180701576,-0.3395264665506671,-0.202731107999999,2.9779729050525683,1.905802562207331,stable,stable,stable,stable,stable,stable,BCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo Nb Ta W,Alloy 0100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,13.64,-6.5,11.53,825.6503925,3157.75,5.6,2.27,0.36,5.5,AC,,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2011.01.004,Mo Nb Ta W,-0.079,-0.079,-0.077,stable,BCC,74.81,-0.333,-0.072,['Mo1Nb1Ta1W1_SS_BCC'],3158.0,2842,13.65986331112756,257.75,3.0386856273138148,1.0794013866540757,0.3636963018783666,1.2483031056170473,5.5,-6.625,5.494369180701576,-0.3395264665506671,-0.202731107999999,2.9779729050525683,1.905802562207331,stable,stable,stable,stable,stable,stable,BCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo Nb Ta W,Alloy 0101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,13.64,-6.5,11.53,825.6503925,3157.75,5.6,2.27,0.36,5.5,AC,,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2011.01.004,Mo Nb Ta W,-0.079,-0.079,-0.077,stable,BCC,74.81,-0.333,-0.072,['Mo1Nb1Ta1W1_SS_BCC'],3158.0,2842,13.65986331112756,257.75,3.0386856273138148,1.0794013866540757,0.3636963018783666,1.2483031056170473,5.5,-6.625,5.494369180701576,-0.3395264665506671,-0.202731107999999,2.9779729050525683,1.905802562207331,stable,stable,stable,stable,stable,stable,BCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo Nb Ta W,Alloy 0102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,13.64,-6.5,11.53,825.6503925,3157.75,5.6,2.27,0.36,5.5,AC,,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2011.01.004,Mo Nb Ta W,-0.079,-0.079,-0.077,stable,BCC,74.81,-0.333,-0.072,['Mo1Nb1Ta1W1_SS_BCC'],3158.0,2842,13.65986331112756,257.75,3.0386856273138148,1.0794013866540757,0.3636963018783666,1.2483031056170473,5.5,-6.625,5.494369180701576,-0.3395264665506671,-0.202731107999999,2.9779729050525683,1.905802562207331,stable,stable,stable,stable,stable,stable,BCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo Nb Ta W,Alloy 0103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,13.64,-6.5,11.53,825.6503925,3157.75,5.6,2.27,0.36,5.5,AC,,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2011.01.004,Mo Nb Ta W,-0.079,-0.079,-0.077,stable,BCC,74.81,-0.333,-0.072,['Mo1Nb1Ta1W1_SS_BCC'],3158.0,2842,13.65986331112756,257.75,3.0386856273138148,1.0794013866540757,0.3636963018783666,1.2483031056170473,5.5,-6.625,5.494369180701576,-0.3395264665506671,-0.202731107999999,2.9779729050525683,1.905802562207331,stable,stable,stable,stable,stable,stable,BCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo Nb Ti V,Alloy 0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,7.355181187,-2.75,11.52629192,564.4536173,2158.75,10.1930143,4.075838919,0.248935233,5.0,AC,,,,,,,,BCC,S,,BCC,BCC_SS,10.3390/e16020870,Mo Nb Ti V,-0.062,-0.062,-0.066,stable,BCC,7.49,-0.183,-0.042,['Mo1Nb1Ti1V1_SS_BCC'],2442.0,2198,7.3437549144753635,169.5,2.9350661861552125,1.079702072761785,0.2489352325405145,1.337999022548822,5.0,-2.5,11.258933273931005,-0.2625470650147971,-0.1633860983333323,5.053215978615161,4.076389304322637,stable,stable,stable,stable,stable,stable,BCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nb Ta Ti V,Alloy 0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,9.16,-0.25,11.53,664.39502,2541.0,117.15,3.53,0.05,4.75,AC,,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.proeng.2012.03.043,Nb Ta Ti V,-0.053,-0.053,0.034,stable,BCC,65.01,-0.135,-0.074,['Nb1Ta1Ti1V1_SS_BCC'],2541.0,2287,9.169851377952757,133.75,2.9350661861552125,1.079702072761785,0.0506828373317832,1.337999022548822,4.75,-0.075,390.5125504922015,-0.2731908649478294,-0.1152517666666668,141.58451817719254,32.27532604849949,stable,stable,stable,stable,stable,stable,BCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co Cr Fe Ni,Alloy 0116,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,8.17,-3.75,11.53,489.4027225,1871.75,5.75,1.03,0.1,8.25,AC,,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.intermet.2015.01.004,Co Cr Fe Ni,-0.036,-0.036,-0.094,stable,FCC,3.61,0.039,0.024,['Co1Cr1Fe1Ni1_SS_FCC'],1872.0,1685,8.175043328498912,224.75,1.818181818181808,1.039955611728396,0.0966953980290685,3.486719200823268,8.25,-3.775,5.715845520390636,-0.2012645805518837,-0.0914570874999993,3.057704387340629,1.1485546233012365,stable,stable,stable,stable,stable,stable,FCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co Cr Fe Ni,Alloy 0235,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,8.17,-3.75,11.53,489.4027225,1871.75,5.75,1.03,0.1,8.25,AC,,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.intermet.2019.106550,Co Cr Fe Ni,-0.036,-0.036,-0.094,stable,FCC,3.61,0.039,0.024,['Co1Cr1Fe1Ni1_SS_FCC'],1872.0,1685,8.175043328498912,224.75,1.818181818181808,1.039955611728396,0.0966953980290685,3.486719200823268,8.25,-3.775,5.715845520390636,-0.2012645805518837,-0.0914570874999993,3.057704387340629,1.1485546233012365,stable,stable,stable,stable,stable,stable,FCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co Cr Fe Ni,Alloy 0236,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,8.17,-3.75,11.53,489.4027225,1871.75,5.75,1.03,0.1,8.25,AC,,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.matchemphys.2017.05.056,Co Cr Fe Ni,-0.036,-0.036,-0.094,stable,FCC,3.61,0.039,0.024,['Co1Cr1Fe1Ni1_SS_FCC'],1872.0,1685,8.175043328498912,224.75,1.818181818181808,1.039955611728396,0.0966953980290685,3.486719200823268,8.25,-3.775,5.715845520390636,-0.2012645805518837,-0.0914570874999993,3.057704387340629,1.1485546233012365,stable,stable,stable,stable,stable,stable,FCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co Cr Fe Ni,Alloy 0237,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,8.17,-3.75,11.53,489.4027225,1871.75,5.75,1.03,0.1,8.25,AC,,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.jallcom.2019.152479,Co Cr Fe Ni,-0.036,-0.036,-0.094,stable,FCC,3.61,0.039,0.024,['Co1Cr1Fe1Ni1_SS_FCC'],1872.0,1685,8.175043328498912,224.75,1.818181818181808,1.039955611728396,0.0966953980290685,3.486719200823268,8.25,-3.775,5.715845520390636,-0.2012645805518837,-0.0914570874999993,3.057704387340629,1.1485546233012365,stable,stable,stable,stable,stable,stable,FCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co Cr Fe Ni,Alloy 0238,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,8.17,-3.75,11.53,489.4027225,1871.75,5.75,1.03,0.1,8.25,PM,,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.jallcom.2019.02.050,Co Cr Fe Ni,-0.036,-0.036,-0.094,stable,FCC,3.61,0.039,0.024,['Co1Cr1Fe1Ni1_SS_FCC'],1872.0,1685,8.175043328498912,224.75,1.818181818181808,1.039955611728396,0.0966953980290685,3.486719200823268,8.25,-3.775,5.715845520390636,-0.2012645805518837,-0.0914570874999993,3.057704387340629,1.1485546233012365,stable,stable,stable,stable,stable,stable,FCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co Cr Fe Ni,Alloy 0239,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,8.17,-3.75,11.53,489.4027225,1871.75,5.75,1.03,0.1,8.25,PM,,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.jallcom.2019.02.050,Co Cr Fe Ni,-0.036,-0.036,-0.094,stable,FCC,3.61,0.039,0.024,['Co1Cr1Fe1Ni1_SS_FCC'],1872.0,1685,8.175043328498912,224.75,1.818181818181808,1.039955611728396,0.0966953980290685,3.486719200823268,8.25,-3.775,5.715845520390636,-0.2012645805518837,-0.0914570874999993,3.057704387340629,1.1485546233012365,stable,stable,stable,stable,stable,stable,FCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
